LLM model 01,LLM model 02,LLM model 003,LLM model 04,LLM model 05,LLm model 06,LLM model 07,LLM model 08,LLM model 09,LLm model 10
580,925.38,Part physical hundred think go center stand.,1998-12-18,PM,997.82,408,497,Seem service development candidate listen.,380
964,458.88,Fly kind some fear beyond scientist help.,1978-08-12,letter,600.65,347,135,West share forget recent through whole.,379
383,863.81,Decide activity baby.,1990-02-02,local,115.99,503,503,Protect throw run. Happen number place.,608
903,5.63,Former human important development down.,1993-04-15,remember,89.96,34,546,Energy cell husband me knowledge range.,156
861,977.52,Idea run defense choose he.,2025-05-10,far,747.77,830,480,Discuss former billion over rather.,358
409,638.55,Yeah standard government despite yes leg.,1989-02-20,available,169.52,503,557,See walk prove start ground receive.,864
822,16.48,Scene phone my fire agree painting become.,1986-04-21,back,521.75,204,222,Effect sell receive operation our.,197
762,934.52,Present too when method enjoy.,2008-05-24,still,368.98,36,269,Medical response his budget notice push.,86
316,710.56,Defense around college investment still.,1976-06-30,billion,870.41,607,442,Hospital really song especially feel.,885
478,947.2,Common may various thus author and claim.,2019-01-17,receive,388.96,978,262,Meeting visit foot station wear company serve.,874
599,349.57,None watch including plan seek generation.,2024-04-05,good,793.07,131,216,Into phone wife high owner question.,289
99,182.49,Product gun be writer give marriage.,2016-11-08,maintain,532.8,230,222,News read throw majority treat step.,417
336,124.11,Well ago money friend best.,2014-12-29,culture,626.62,529,940,Now hear sit identify thus everything.,599
537,967.72,Single mission hospital public avoid.,2018-01-03,he,128.9,499,944,By ten whatever where can.,370
395,298.31,Focus Mr feel somebody message identify expert.,1988-05-02,fly,545.98,814,431,View space design term interest think suffer.,142
473,380.47,Art hard anyone. Any card beyond cold.,1975-01-08,factor,144.07,267,247,Let ground figure important site.,367
721,421.09,South them mother. Commercial week with would.,2001-03-31,who,920.49,508,353,These name would they.,995
874,889.35,Campaign whose standard away.,1984-04-05,shake,528.08,977,579,Training newspaper technology artist far.,115
317,829.11,Far lead well break strategy player any debate.,2020-12-09,board,137.86,194,383,Arrive near without gas detail.,248
368,807.26,Cultural interview recently eat garden their.,2016-04-22,thought,437.7,468,743,Professional person weight behavior leave seven.,947
673,209.58,Phone production my garden budget.,2012-10-24,attorney,940.28,818,651,Run learn environmental national safe.,797
254,666.45,Rather lead conference edge offer address.,2014-07-14,back,771.59,326,469,Out enough hear allow. Military not return.,687
128,325.49,Reduce end hundred hundred security guy green.,2019-01-17,once,629.96,285,556,Either strong movie.,835
449,977.71,Relate image dinner.,1979-11-15,gas,617.57,324,449,Become at significant ever be plant class.,658
692,336.09,Speak guess across health attention.,1992-06-24,large,407.37,650,901,Themselves time administration table.,147
808,306.81,Game low walk thing produce foreign hour.,2021-10-18,ahead,551.47,461,160,Sing conference if people week.,180
270,331.99,Crime bed responsibility agency cultural.,1979-04-30,reach,10.38,308,724,Each finish system expect agent suffer.,531
282,758.11,Media research sort around result war loss.,1986-05-04,evening,656.36,946,236,Side report to his dark forget news bank.,657
424,826.74,Whatever by more memory its between.,2017-11-10,other,500.89,389,917,Power above hand new artist.,627
946,65.95,Man should explain them suggest maintain.,1983-10-21,hear,734.78,640,642,History three something.,860
39,604.84,Fill option threat beautiful.,2004-01-25,so,846.45,18,97,Catch read talk would section hundred recognize.,317
503,994.69,The small reduce.,1999-01-02,happen,282.93,987,393,At public dog minute. Less across source anyone.,451
883,219.79,Begin growth author realize.,2021-10-26,hour,122.58,857,679,Gas performance star adult recent off including.,974
466,622.78,Hear several threat candidate.,1976-09-11,book,987.35,736,850,Note social word throw.,750
519,476.39,Try grow old build send certain base sure.,1995-10-26,outside,168.99,457,40,Place civil daughter open wait to.,211
794,969.1,Success I beat mind as Mrs cup.,1989-02-25,suffer,965.91,237,974,American can next.,139
497,948.07,Hundred between act camera.,1980-07-30,response,179.77,535,44,Wide himself accept training just side result.,670
57,44.65,Enough talk black drug.,2001-12-07,cause,430.27,314,405,Eight alone mother want public bit.,865
700,507.77,Window positive station we expert.,1987-12-12,serious,717.27,922,63,Area business cultural learn food.,523
181,277.68,For society probably nice all share.,2008-05-21,benefit,553.34,379,287,Able professional some today.,227
244,905.38,He anything fire talk.,1994-10-28,star,967.08,656,612,Development here voice spend type.,206
99,857.7,Price western trial seven add seek issue keep.,2000-12-08,field,118.03,336,918,Picture small raise exist budget listen foot.,335
44,874.13,Behavior think memory civil among while.,2017-02-26,who,292.58,179,846,Between TV stop another ground.,399
380,588.15,Magazine field me stuff necessary against by.,1996-07-02,join,874.53,573,918,Fall sit guess none recent by key.,220
318,54.31,House course purpose writer fact hear.,1989-03-12,matter,47.55,0,148,Tv artist together. However matter chair truth.,365
668,705.38,However raise office street. Policy box through.,2004-06-27,eight,297.25,78,467,Phone main down hour reduce pay market.,547
785,361.75,Television there near traditional seven wear.,1975-10-03,positive,61.3,649,254,Group choice million. Check heart minute.,71
833,332.67,Present music card over prevent.,1985-12-31,firm,716.11,474,140,Off case bill degree measure none.,614
796,5.47,Every base hand agree power tell particular.,2021-04-30,majority,623.49,437,711,Spend culture response worry matter bar.,488
356,139.51,Somebody law participant thus government.,1993-03-02,not,593.52,415,228,Fire drop become fear ahead clear care.,659
652,812.87,Card moment white eight action.,1995-03-23,partner,267.85,493,100,Leg between public last much hot.,677
102,476.25,Follow forget my several.,2010-08-24,avoid,672.26,77,570,Around newspaper perhaps employee during move.,786
265,139.14,Act individual and at speak.,2008-10-11,range,502.02,170,206,Big resource expert buy.,372
162,866.9,Sea simply quite see picture.,2004-06-28,produce,208.63,213,867,Father cost expert for movie result.,270
127,977.88,Level door born low until try.,1982-05-26,box,814.0,643,410,Ask include respond even.,36
326,240.42,Run south Mrs college.,2003-01-08,area,988.98,817,884,Home the true newspaper range financial.,743
516,63.38,Language space treat score age.,2015-05-28,concern,933.15,942,846,Hour art support story event base should.,543
210,765.06,Two read ball listen until.,2020-10-09,change,122.91,785,218,Human now TV across sign number.,476
617,738.23,Once Democrat also worker behavior.,2023-07-25,sign,464.89,57,658,Information eight news very event.,933
50,65.48,Physical network list thousand door once notice.,2001-07-13,sometimes,71.25,934,8,Open sense executive growth power.,603
737,610.26,Share change year executive board manage hope.,2010-02-04,left,168.08,765,959,Get whether explain.,407
590,17.64,Market argue tax above while which.,1983-11-14,decide,270.19,112,673,Artist employee since account.,144
975,418.08,Simply them son explain ask sit.,2016-06-05,question,734.44,989,270,Man thus do. True three condition.,267
495,619.57,Newspaper nor assume performance before.,2007-08-27,song,226.63,606,451,Near pattern too bag.,577
562,591.33,Others produce out decision college.,1995-01-29,kid,155.67,946,299,Professional themselves win produce throughout.,174
130,491.07,Operation them former easy. Town model space.,1999-02-03,treat,558.82,172,673,Trouble wrong yourself education see each.,705
15,297.84,Career contain build these.,1976-08-08,western,346.43,955,721,Present important none stock.,665
205,647.02,Good trip within sit most.,2020-01-29,yard,316.75,81,909,Pm realize free.,119
295,529.26,Focus analysis father plan kid strategy bank.,1985-06-11,need,317.1,159,787,Far well cup pull lot.,963
943,854.6,Own bring stand.,1982-03-09,cell,44.98,736,643,Data call make structure red.,377
631,26.13,Check local interview moment compare cause first.,1996-11-15,some,828.04,950,421,Fear now discussion political TV company it.,807
344,393.24,Production lead let authority.,2000-10-21,morning,150.31,67,152,Cut soon well third might.,423
600,532.68,Likely pressure test. Red fly green yes.,2002-12-03,movie,611.94,596,734,Fly low news rock.,55
228,430.04,Front clear employee know forward these want.,2001-08-06,from,651.78,176,911,Bill fall wind often travel song sound.,204
337,646.93,Others any camera significant soon close.,1988-03-30,behavior,457.09,393,21,Himself it partner agreement.,998
342,426.41,People customer make according.,1999-12-28,interest,313.38,801,708,Wonder scene material day establish concern.,935
862,681.47,Time response laugh. Reach sound mind live.,1996-08-21,scene,463.03,336,836,Color real authority.,776
973,689.83,Space worry sure answer relationship thought.,1990-04-04,rate,882.58,616,717,Cost be coach always key a for.,151
247,549.5,Front smile election society note Mr buy.,1976-08-28,develop,141.2,460,812,Subject loss happy bad.,460
553,343.97,Speak difficult painting analysis.,2012-03-18,half,597.35,479,665,Visit professional culture nor executive.,612
557,206.33,Experience system reflect argue top.,1976-11-30,condition,365.74,422,663,Property trial hand between yourself eight.,668
607,10.01,Growth tend meeting whole discuss song rock.,1975-06-24,move,484.42,293,877,Citizen begin defense reveal population.,62
24,145.49,Past different reveal name.,2023-11-29,away,195.33,397,45,Common read carry quality realize.,549
110,327.83,Line approach good house.,1976-05-17,with,967.99,318,457,Social consider reality change. Tv major manager.,545
858,93.22,Travel many war special head speech computer.,1992-12-19,bill,487.31,89,84,View power coach forward first thing bar large.,139
17,647.7,During seem little late.,2005-05-02,personal,459.45,511,603,Above field argue plant senior practice.,358
383,413.08,These family learn discover over their.,2000-08-22,table,437.99,160,212,War series yourself commercial.,674
737,750.94,Town computer treatment girl simple.,2009-04-20,project,986.02,594,130,Difference show happen school couple explain.,961
389,369.83,Often ball call really.,1983-10-25,past,865.48,71,802,Back first line than tonight hit.,226
625,255.27,Receive already eight officer close field follow.,1985-11-01,administration,170.17,568,562,Film person attack rich film argue.,749
727,12.79,Bag into light.,2011-09-27,fill,547.2,37,78,Add assume town trouble source black.,714
749,37.81,Care dog year.,2022-09-20,provide,805.62,635,778,Control three true can class beyond.,972
101,370.61,The expect not friend field also.,1982-02-08,relate,994.85,980,365,Around likely every much.,976
598,748.61,Enjoy these view direction. Number food moment.,1974-06-29,real,801.22,263,427,Past whose religious once all though billion.,947
301,912.9,Forget another first court reveal.,2006-10-27,decide,27.73,142,840,Staff reason meeting.,557
71,815.6,Record produce white writer similar home.,1984-06-03,third,588.37,642,645,Outside few answer already game life.,327
338,752.51,Message population cup other professor certainly.,1998-11-11,high,24.65,947,793,Step network determine everyone.,695
515,929.73,Garden door account red toward indeed than.,1999-08-04,easy,618.02,258,979,Stay magazine activity section result.,711
567,499.05,National each ago open.,1980-08-07,tree,14.72,252,306,However rather figure as all.,372
